,category,description,id,parkCode,title,url
0,Information,"Andrew Johnson NHS will transition to new hours of operation Thursday, January 2, 2020. The new hours will be 9 am to 4 pm, Monday through Sunday. Public tours of the Andrew Johnson Homestead will be offered at 10:30 AM, 11:30 AM, 1:30 PM, and 2:30 PM.",C80CAFF3-A1B9-5452-91F33CF2D62B97CB,anjo,New Hours of Operation,
0,Information,"Beginning January 27 and possibly lasting until February 12, the park will experience construction during the installation of fiber optic connectivity to park headquarters. Visitors may experience minor closures and noise disturbance during this time.",A736C011-EED7-91B8-71147076F8936809,apco,Construction in the park beginning Jan. 27,
0,Park Closure,Overmountain Shelter in North Carolina has been closed by the U.S. Forest Service until further notice. The fields around the shelter are still open for tent camping but the shelter is closed.,A835BBC3-F254-8AFA-C8DA66BE57FDFB62,appa,OVERMOUNTAIN SHELTER IN NORTH CAROLINA CLOSED UNTIL FURTHER NOTICE,http://www.appalachiantrail.org/home/explore-the-trail/trail-updates
0,Park Closure,"On December 21, a CSX train derailed across the Potomac River in Harpers Ferry, WV. There were no injuries or hazardous materials involved, but the attached footbridge that the A.T. follows is indefinitely closed. A.T. hikers will need a shuttle. See more",D1B87E66-B85A-613F-5D3BC7983ACF213D,appa,TRAIN DERAILMENT CLOSES POTOMAC FOOTBRIDGE IN HARPERS FERRY WV,https://www.appalachiantrail.org/transportation
0,Information,"Bandelier is in a remote location, with cell service in the canyon limited to Verizon 4G only. Services like Uber and Lyft will bring you here, but there may be no way to contact a ride out. Please plan your pickup before being dropped off at Bandelier.",9206CFFB-1DD8-B71B-0B8F5B25B74E5C5C,band,"Uber, Lyft, and other ""Taxi"" services",
0,Information,"At this time, food (except small snacks and bottled water) is not available for purchase within the monument. Please plan accordingly.",972D3561-1DD8-B71B-0BB217E9CED96D66,band,No Food Service Available,
0,Park Closure,"Due to public and wildlife safety concerns, the Burns Lake Campground borrow pit is closed to all fishing and boating for the month of January, 2020. The campground remains open to public use.",A35E86D0-B149-C557-12ED46AD7A3F701C,bicy,Burns Lake Temporarily Closed to Fishing & Boating For January 2020,
0,Information,"Currently, the use of drones is prohibited at Big South Fork and all National Parks. Detailed information about the policy is available...",B5021FEE-1DD8-B71B-0BDBFF48A6A46974,biso,The Use of Drones is Prohibited at Big South Fork National River & Recreation Area,https://www.nps.gov/policy/PolMemos/PM_14-05.htm
0,Information,"Firewood ban is in effect for the park. Only firewood from the surrounding counties of  Scott, Morgan, Pickett, and Fentress, in Tennessee, and McCreary in Kentucky, can be brought into the park. Firewood is for sale or you may use dead and down wood.",85FDF60C-1DD8-B71C-0E445151F456192A,biso,Firewood ban is in effect for the park.,https://www.nps.gov/biso/planyourvisit/firewood-quarantine.htm
0,Information,"Black bears call Big South Fork NRRA home. Help keep them healthy and safe by storing all food, cooking items, feed, cosmetics and coolers properly stored when at campgrounds or in the backcountry.",865F2013-1DD8-B71C-0E38B42BE13C7442,biso,Black Bears at Big South Fork,https://www.nps.govhttps://www.nps.gov/biso/learn/nature/blackbear.htm
0,Park Closure,"East Portal and North Rim Roads are closed for the winter. South Rim Drive is open to the Visitor Center, but the remainder of the road is closed due to snow.",85F86473-9004-FC77-001048E8C95390F2,blca,Road Closures,
0,Park Closure,Temporary weather-related closures are in effect along the parkway. Please check the real-time map for updates to the road status.,88E6A7CE-1DD8-B71B-0B3982ECAB31CC7A,blri,Closures Due to Weather,https://www.nps.gov/maps/full.html?mapId=e212fcb5-4ff9-4787-bbe4-3d40cc0d0daa#9/36.8390/-80.6506
0,Information,There is currently no access to the Bluestone Turnpike Trail through Bluestone State Park. The road from the Bluestone State Park Visitor Center to the trailhead is currently closed due to slides. It is expected to be open by Memorial Day 2019.,BD7C61FE-0E01-8150-500DD08C1D285E03,blue,Access to Bluestone through Bluestone State Park closed,
0,Information,"During the winter, ranger-led programs may be cancelled if the outdoor air temperature or combined wind chill temperature is below 10°F (-12.2°C).",B16734C9-D450-FF03-5BF41A6C58CEBF99,brca,Winter Ranger-led Program Cancellation Policy,
0,Information,"Most campground amenities will close on November 15 for the season. Campgrounds will remain open through the winter, but flush restrooms, showers, drinking water, and electricity will be unavailable. It is free to camp, primitively, until March 13, 2020.",95F6AFAF-9C6C-B9D9-B8076342AFCA813F,buff,Limited Amenities Available in Campgrounds,
0,Information,Arkansas Agriculture Department’s State Plant Board (ASPB) has approved a statewide quarantine which covers firewood of all hardwood species.,7F45F1E1-1DD8-B71B-0B36A4471B73E561,buff,Statewide quarantine for firewood.,https://www.nps.gov/buff/planyourvisit/firewood.htm
0,Park Closure,Compton-Erbie Rd. (County Road 2700) is closed for repairs. The Schermerhorn/Hideout Hollow Trailhead and Erbie Horse Camp will remain open on each end of the road closure. Projected completion: Spring 2020.,7CC49200-1DD8-B71B-0B839BB8A136E13B,buff,Compton-Erbie Road Closure,
0,Park Closure,"Visitors are advised that the Cabrillo Sea Cave is located within a closed area of the park. Due to extremely dangerous conditions and in compliance with the Marine Mammal Protection Act, no entry is allowed at any time. Closure enforced by Federal law.",90709F33-1DD8-B71B-0BB7E73F8C6A284B,cabr,Cabrillo Sea Cave Closed,
0,Information,"Casa Grande Ruins National Monument no longer charges a fee to enter the monument. The Annual and Senior passes are no longer available for purchase, however we are still able to issue the free passes.",8407729F-BD92-F6BA-C7B17872A9CBE9D6,cagr,Casa Grande Ruins National Monument is fee free,
0,Caution,"Headed to the beach? Before you go, check the daily rip current forecast and learn more by clicking the link.

Text ""Join OBXBeachConditions"" to 30890 to sign up for text alerts on beach conditions.",B62318C3-1DD8-B71B-0B131B45B0E8A6D1,caha,Swim Safe! Rip Current Information,http://www.weather.gov/beach/mhx
0,Information,The picking of saw palmetto berries within Canaveral National Seashore is prohibited.,C85D25D2-1DD8-B71C-07FDE9AAFC49EC09,cana,PICKING SAW PALMETTO BERRIES PROHIBITED,
0,Information,"Effective May 22, 2017, recreational crab fishing along Mosquito Lagoon in the Playalinda district of Canaveral National Seashore will be prohibited. Alligators are now accustomed to visitors crabbing or stopping on the roadway & associate food w/ people.",824A9788-1DD8-B71B-0B8238FFD12ED344,cana,Recreational Crab Fishing At Playalinda Beach,
0,Information,"Turtle Mound is closed for boardwalk repair in the Apollo Beach District until further notice.
Playalinda Beach parking area #8 is closed for boardwalk repair.",B1663F1E-F5D8-1737-8C2CBE3F5C5A1945,cana,Area's Closed Temporarily,
0,Caution,Winter storms can quickly change unpaved roads to four-wheel-drive condition or make them impassable. Roads may close temporarily due to snow. Trails may be snow-covered or icy.,A3C60CC3-1DD8-B71B-0BF9569BF77ECB06,cany,Winter Weather,https://www.nps.gov/cany/planyourvisit/road-conditions.htm
0,Caution,There is dense fog at Island in the Sky creating very low visibility. Use caution when driving in the park.,A1985FFD-F49E-5374-AC2235304BC4F762,cany,Winter Road Conditions and Weather,
0,Information,"As of January 1, 2020 day-use permits are required for all canyoneering and climbing activities in the park. Permits are free and require self-registration at the visitor center or via email.",AA528D75-0E0A-D65C-32A48093536C39A0,care,Canyoneering and Rock Climbing Permits,https://www.nps.gov/care/learn/news/pilot-canyoneering-permit-system.htm
0,Caution,"Due to recent floods, the Sulphur Creek route now requires hikers to swim through multiple deep pools of water. Several serious injuries have occurred. Use caution; this route is not a maintained trail and conditions change based on weather.",B61EFC0C-B0E1-7314-EF4603ECBCE8CCB9,care,Sulphur Creek Route Conditions,
0,Information,"Campsites are reservable from March 1 - October 31. Visit www.recreation.gov to make a reservation. Reservations are accepted 6 months ahead of time. From November 1 - February 28, all campsites are first come, first served.",D0ABFA9C-1DD8-B71B-0BD0D292DFB111BE,care,Fruita campground reservations,
0,Park Closure,Park Central Road will be closed at various times throughout the winter due to inclement weather. Manahan (gravel) Road and Park Central Road (west of Manahan Road) will remain closed for the winter.  Call the visitor center for updates 301-663-9388.,71807817-0F33-7B22-50858232844CE186,cato,Winter Road Closures,
0,Information,"The use of unmanned aircraft, also known as drones, is prohibited within Carlsbad Caverns National Park.",6CD5615F-1DD8-B71B-0BA54154BB9E3F55,cave,Unmanned Aircraft (Drones) Are Prohibited,https://www.nps.gov/articles/unmanned-aircraft-in-the-national-parks.htm
0,Information,"For safety, closed-toe shoes with good traction are recommended. Flip flops, sandals, and some walking shoes have little or no traction and increase the possibility of slips, trips, and falls. Watch your step and use the handrails when necessary.",870765A1-916B-7E44-234D99D34AE56D73,cave,Footwear in the Cavern,
0,Information,"A disease know as White-nose Syndrome is killing bats in North America. To prevent it from spreading to our bats, do not wear shoes, clothing, or bring any gear into any cave at Carlsbad Caverns National Park that were in another cave.",872089CE-1DD8-B71B-0B98C1B0DEF4E239,cave,Items Worn or Used in Other Caves Not Allowed,https://www.nps.gov/articles/what-is-white-nose-syndrome.htm
0,Caution,"There is a 90-yard road segment of Volcano Road that will be one lane only, and we
ask visitors to follow road rules and restrictions to keep the road safe for everybody.",ABDCDFCB-FAFA-EDA0-AFC3724888C9785B,cavo,Volcano Road Partially Reopens with One-Way Lane,https://www.nps.gov/cavo/learn/news/volcano-road-opens.htm
0,,Both the Chickamauga Battlefield Visitor Center and the Lookout Mountain Visitor Center at Point Park will be closed on Christmas Day (December 25) and New Years Day (January 1).,B61ADA6E-1DD8-B71C-0781A32CA497CCB1,chch,Holiday Hours,
0,Information,"Beginning December 1, the Wilder Brigade Monument (tower), the Highway 27 Picnic Area, and the Signal Point restrooms are closed for the winter. They will re-open in the spring.",859F7B95-1DD8-B71B-0B0A3886E731C9A3,chch,Seasonal Closures,
0,Caution,"Signs of rabid animals include:
Appearing sick or tame; difficulty moving; aggressive behavior; drooling or biting; active during abnormal hours. Report dead or unusual wildlife observations to park ranger: 520-824-3560 x9302",7E9FC44C-1DD8-B71B-0B215133957FAA7B,chir,"Rabies Warning: do not approach, feed, or touch wild animals",https://www.nps.gov/chir/planyourvisit/conditions.htm
0,Caution,"Due to recent winter weather, there may be snow or ice on Bonita Canyon Drive. Please use extreme caution and drive slowly.",7B1C63D4-B483-DEE2-380D24671FAC5635,chir,Icy Road Conditions,
0,Information,"Santa Barbara Island is open to public access, but landings are restricted to the rocky ledge adjacent to the dock. The dock is closed and is not expected to be repaired in the near future due to the severe winter storm damage.",717669CF-1DD8-B71B-0B41D79BEFF117F0,chis,Santa Barbara Island Dock Closed; Landings Restricted to Adjacent Rocky Ledge,https://www.nps.gov/chis/planyourvisit/conditions.htm
0,Park Closure,"Anacapa Island will be closed December 2 - 12, 2019 for a crane construction project. The island will be closed again for one week in January and March. Closure dates may change due to weather and project considerations.",8A3A9471-B058-9F94-22B0EEDB0C84FB0D,chis,Anacapa Island Closure During Crane Construction,
0,Information,Horses are prohibited between Nolands Ferry (MP 44.6) to Point of Rocks (MP 48.2) due to towpath resurfacing. See more for details.,7B74F4F3-BA13-5065-D87616E536BBD16B,choh,Equestrian Traffic Prohibited MP 44.6-48.2,https://www.nps.gov/choh/planyourvisit/horsebackriding.htm
0,Park Closure,The footbridge across the Potomac River connecting the C&O Canal to Harpers Ferry is indefinitely closed due to damage from a train derailment. Click on the more link for further details.,A6B69F2A-973B-89D3-1E60EB8026B2EDFB,choh,Footbridge across the Potomac River at Harpers Ferry closed,https://www.nps.gov/hafe/planyourvisit/information-about-train-derailment-at-harpers-ferry-on-december-21-2019.htm
0,Information,The Great Falls Tavern Gift Shop is currently unable to take credit cards due to technical difficulties. Please bring cash or check for your holiday purchases.,CFBA017E-D90D-7599-A8B731E5FA3FD1B5,choh,Great Falls Tavern Gift Shop,
0,Information,"Unfortunately, since we are not an official park yet, we do not currently have park stamp.",C9B9BA9A-DA64-8B8A-0A9D7C6F68AD88A9,colt,Stamp Status,
0,Information,Coltsville NHP is working toward Park establishment and is not yet an official unit of the NPS. Visitor Services are limited but some public programming is available. For more information please visit our Park Development Page.,8DDB271A-1DD8-B71B-0B719A075444079C,colt,Park in Progress,https://www.nps.gov/colt/learn/management/parkdev.htm
0,Information,The section of the Boardwalk between the Visitor Center & the first junction is closed until further notice. Visitors still have access to the entire Boardwalk loop via a short section of Bluff Trail (#1) located behind the Visitor Center.,8E0C2321-C1F3-01DF-672A90BDAC12629E,cong,Boardwalk Construction Information (Boardwalk Access),
0,Caution,Bridge J on the Kingsnake Trail is damaged & is unsafe to cross. Please do not attempt to cross this bridge. Hikers may be able to pass around the bridge during dry conditions.,B370A9CE-1DD8-B71B-0BF32A0A22474019,cong,Bridge J on Kingsnake Trail Closed,
0,Park Closure,"Winter road closures are now in effect. You can enter year-round from the south or west on Hwy 62. The road to Rim Village is also open year-round, except during periods of heavy snow. At Rim Village, you can enjoy views of the lake, weather permitting.",95CA3A49-D2A9-3A09-57070E6F921BA249,crla,North Entrance Road and Rim Drive are Closed to Cars for the Winter,
0,Caution,Please do not rely upon GPS digital navigation systems to find your way to Craters of the Moon. Please note that the Visitor Center at 1266 Craters Loop Road is located just off U.S. Highway 20/26/93 and is not accessed via any unpaved roads.,A3B8D787-1DD8-B71B-0B3525CB70B41B20,crmo,Navigation,https://www.nps.gov/crmo/planyourvisit/directions.htm
0,Park Closure,East Portal Road is closed for the winter.,C58CA6B9-D7DC-2167-079CD2585F8E3C8B,cure,East Portal Road,
0,Danger,"Do not climb Brandywine Falls, the rocks, or over the fences. Accidents in this area have led to serious injury and death. There is a 50 foot closure at both the top and bottom of Brandywine Falls. The boardwalk and Gorge Trail are open.",C6DED69B-036E-5963-1585647D4403254F,cuva,Brandywine Falls Safety Alert,
0,Park Closure,"Park in the overflow lot for Towpath access, or in the new Boston Mill Visitor Center lot. There are a few spots for limited mobility in the Boston Store lot.",A267CDEF-C3BD-77AF-752814C29869101B,cuva,Boston Store Parking Lot Reduced,
0,Information,"Almost half of Riley Creek Campground will be closed in 2020, while a sewer and water line project is underway. RVs, vehicles, and tent campers can still use the open part of the campground, but should be prepared for day-time construction noise.",A13E84A4-E327-4155-639D7EDE60DF699B,dena,Partial Closure of Riley Creek Campground (2020 Summer Season),https://www.nps.gov/dena/planyourvisit/campground-riley.htm
0,Park Closure,"The Denali Park Road is currently open to Mile 3, Park Headquarters. Wintry conditions beyond that point prevent vehicle travel, though pedestrian travel is permitted. The Winter Visitor Center is open daily, 9:30 am - 5 pm, at Mile 1.5.",78FACF2A-AEFC-1407-54B9CFDE0D2A3C55,dena,Winter Season: Road Open to Mile 3 (Park Headquarters),
0,Park Closure,Reds Meadow Road and Devils Postpile National Monument closed for the season on October 27 at sunset. The road is unlikely to reopen until mid-June.,CC9FF3E6-FF66-DFE5-2BECA44D2BAC0C00,depo,Reds Meadow Road and Devils Postpile National Monument are closed for the season.,
0,Caution,"Roads and/or trails may be snow-covered and icy. Trails are not maintained in the winter and can stay icy until late April. Packed snow and ice may be on roads traveling to the park. Check WYDOT for state travel info (click ""more"" below).",AC4C84C0-155D-451F-67637C0C7F54A785,deto,Winter Conditions,http://www.wyoroad.info/pls/Browse/WRR.STATIC5?SelectedDistrict=4#Gillette
0,Information,Check out the current conditions/road updates for specific information on any current road or campground closures.,D349426F-F887-A489-87E76B12FD5C26B0,deva,"Current Conditions: Closed Roads, Campgrounds, and Condition Updates",https://www.nps.gov/deva/planyourvisit/conditions.htm
0,Information,"The park headquarter building is closed for renovations. Visitor services have been temporarily relocated to Bushkill Meeting Center during the renovations. Bushkill Meeting Center located at 6414 Milford Rd (HWY 209), Bushkill, PA 18324.",949F6661-A490-1659-A7F1317C52E255F7,dewa,Headquarters Building Closed for Renovations,
0,Caution,"Hunting is permitted in the park in accordance with state regulations. During the big game hunting season from mid-September through mid-February, visitors and their pets are advised to wear blaze (bright) orange when recreating in the park Mon - Sat.",94CA271B-C24E-BE5D-ABCA2BF6CC77C1F0,dewa,Big Game Hunting Season - Wear Orange When Recreating,
0,Caution,Vessel operators - the Garden Key Harbor Light is undergoing repairs and is extinguished. At this time it is unknown when the light will again be illuminated.,7256F443-1DD8-B71B-0B184A8DD43C605C,drto,Garden Key Harbor Light,
0,Information,"Until further notice, visitors are advised to phone the site directly at 215-597-1061 during business hours, Friday through Sunday.  From Monday through Thursday, direct questions to the Independence Visitor Center at 215-965-2305.",A083C43C-A26D-73CF-AFF8E47839F6F07E,edal,"December 21, 2019: Phone issues",
0,Information,The water in the campground has been shut off for the winter due to freezing temperatures. Visitors are encouraged to bring their own supply. Small water containers may also be filled in the visitor center during business hours (9 am - 5 pm).,9754896B-CEDF-A572-A40EADB001F90F5E,elmo,Water in Campground is Shut Off,
0,Information,Currently the Inscription Loop Trail and the trail up to Atsinna Pueblo (via the Headland Trail) are open. The remainder of the Headland Trail is closed due to winter conditions.,A189085D-CF61-522B-06A14880610BA337,elmo,Portions of the Headland Trail are closed due to winter conditions,
0,Park Closure,"We are experiencing technical difficulties with our main phone. 
For information or to make a reservation, please call 925-228-8860 x6422.",A9649F0D-CCF6-D61E-E4CC1527FCD405DB,euon,Alternate Phone Number for Reservations,
0,Caution,Mariners should use extreme caution when transiting park waters. Repairs to ATONS and removal of submerged debris/uncharted wrecks will not be completed until Fall of 2019.,82A0C971-E107-8628-271CDC3184A66C42,ever,Numerous Aids to Navigation throughout Everglades National Park remain missing or damaged,
0,Information,"On 1/10/20, the George Washington Bible will be temporarily removed from display due to building preservation work that may last for 8 months. Alternate tours and historic displays will be available during this period. We apologize for any inconvenience.",6C47E4A8-B1E3-2976-ED4A5399C29D79B3,feha,George Washington Inaugural Bible- Temporarily Removed From Display,
0,Information,"Please be advised that the rotunda of Federal Hall National Memorial will be closed for restoration for several months. During this time, visitors must enter through 15 Pine Street. We apologize for any inconvenience.",AF440B6E-CFEF-8818-E86907BF96BF7FF8,feha,Restoration Rotunda,
0,Information,"Due to road construction in Fort Dupont Park, NPS has temporarily stopped issuing picnic permits. NPS will start issuing permits again after work ends in summer 2019. Click to learn more about the construction work.",B3A9F19F-C8F4-F5BC-E0FDA29B5D89107A,fodu,Picnic reservations temporarily stopped,https://www.nps.gov/fodu/learn/management/fort-dupont-and-fort-davis-drives-rehabilitation.htm
0,Information,"Unfortunately, we are cancelling our Archeology Day event due to the possibility of heavy rain and severe winds. We apologize for those who were planning to attend but safety is our number one concern. 

Current projections forecast the storm in our area.",B7A1E67D-E807-3A7A-CB94038EE58FCC57,fofr,International Archaeology Day Program Cancellation,
0,Information,"For the safety and protection of visitors and park resources, motorized scooters are not permitted within the park. Any vehicles (scooters, bicycles, etc.) that are part of a ride-share program may not be left behind for pick up inside the park",AE561A83-CB37-1FD0-8395E1D4014E2704,fomc,Motorized Recreational Scooters Not Permitted in Park,
0,Information,"Due to ongoing preservation efforts, the lighthouse and lighthouse island are closed to the public.",80C92EE1-1DD8-B71B-0BD686639647005C,fopu,Cockspur Island Lighthouse and Lighthouse Island are Closed,
0,Information,"The Trail of Tears Overlook was heavily damaged during flooding in May, 2019 and had to be removed. We are currently working on replacing it. The River Trail is still fully accessible and open.",CA3D9ADF-C1B1-E7BE-E46897D71E1A12EF,fosm,Trail of Tears Overlook Closed,
0,Park Closure,"Please be aware: 
Between December 22, 2019 and April 15, 2020, park facilities will be closed on Sundays and Mondays. During this time, grounds will be open from sunrise to sunset.",7EB57BE0-1DD8-B71B-0B6D6650CAFC6FCF,fost,Winter Hours Notice,https://www.nps.gov/fost/planyourvisit/hours.htm
0,Information,The Swan Creek Trail has been impacted by several downed trees making using the trail difficult.  Please use caution when using this segment of the trail.,B9E08D31-1DD8-B71B-0B4FD13B7CC49CE4,fowa,Swan Creek Trail Conditions,
0,Information,"There is wheelchair access to the visitor center at General Grant
National Memorial. However, the mausoleum is not wheelchair accessible.",D3605E5F-FF34-F550-3A7A609F8A04EFF1,gegr,Accessibility to the Mausoleum,
0,Information,Access to the lower crypt area of the Mausoleum is subject to closure during wet and or low light conditions in the late afternoon. The main floor and the two reliquary rooms remain open during these conditions.,84AADF86-0506-98ED-B38BD5E014535B20,gegr,Lower Crypt Access Subject to Safe Conditions,
0,Information,All waters are closed to boating as of November 1. Waters are expected to reopen in the spring. Seasonal boat closures are due to the discovery of Aquatic Invasive Species in the state of Montana by order of the Superintendent. 36 CFR 1.,91596F51-ED71-BCFE-3E79CC667AC10733,glac,All Waters Closed to Boating,https://www.nps.gov/glac/learn/news/media-19-75.htm
0,Caution,"Quagga mussel shells are sharp and tiny. They will cut through skin, clothes, and paws. Please wear water shoes and put booties on your pets when recreating on beaches.",9C7EDE1A-1DD8-B71B-0B502DA57557927E,glca,Watch Your Step on Lake Powell Beaches,https://www.nps.gov/glca/learn/news/protect-feet-and-paws-from-sharp-quagga-mussel-shells-on-lake-powell-shorelines.htm
0,Park Closure,The Dentzel Carousel is currently closed so that the building it is in can be rehabilitated. It is expected to reopen in April of 2020. We apologize for the inconvenience. All of the park's other regular programming will continue (www.glenechopark.org).,D031E34F-F891-641E-FAB1FEA225A29F7C,glec,Dentzel Carousel Closed for Building Rehabilitation,http://www.glenechopark.org
0,Information,"A section of Mason Street at Crissy Field will close for six months beginning the week of December 9, 2019. Vehicle, bike and pedestrian traffic will be re-routed.",CCA1FB31-A6BD-D97F-9A96610D2D36EC9F,goga,Section of Mason Street at Crissy Field closed starting week of December 9,https://www.presidio.gov/presidio-trust/planning/Quartermaster-Reach-Marsh
0,Information,"Work at China Beach will begin February 3 and continue through February 7. During this time, part of the parking lot may be occupied by equipment & the service road may be partially blocked. Stairs to the beach will remain open. Please adhere to signage.",B8DA71A4-C613-9EE4-CA490C9EA214DC4F,goga,Geotechnical Work at China Beach: Parking Lot/Service Road Partial Closure February 3-7,
0,Caution,Miramontes Trail has reopened on a provisional basis. Trail is only open to hikers while plans for a larger scale reroute are developed for future years.  Due to trail conditions horses are not currently allowed. Please adhere to posted regulations.,9A7A628B-1DD8-B71B-0B71AF0ADDB10FF6,goga,Miramontes Trail Closure in Phleger Estate: Open for Hikers and Closed for Horses,
0,Information,"Redwood Renewal is a restoration effort to help protect the health of the forest. Expect up to a quarter mile walk from the parking lot to the Muir Woods entrance, trail closures, detours and noisy work.",6E04FDC5-B32D-DC11-9CC96E8626D4066C,goga,Redwood Renewal Underway,https://www.nps.gov/muwo/getinvolved/redwood-renewal-begins.htm
0,Information,"Our 2019 season is over and the island is no longer open to the public, as of 11/1/2019. Look to this page and our FB page for updates on next season. Feel free to use the contact link to get a message to us. Have a great winter and see you in the spring",881B5175-B6AF-0A14-925FA469C127741F,gois,Closed for the Season,
0,Caution,Icy and hazardous winter driving conditions possible in the park and local area. Please exercise caution when traveling to the park. For current weather information please call the visitor center at 435-471-2209 ext 429.,C86EB62F-A5B6-804E-C0F3D542BE3FFF5E,gosp,Winter Driving Conditions,
0,Information,"All Commercial Entrance Fee increases at Grand Canyon National Park, scheduled for October 2019, are delayed until April 1, 2020, or until further notice.",BBB7A966-D759-23D7-52B38DEB06229C44,grca,Attention: Commercial Tour Vehicle Operators,https://www.nps.gov/grca/learn/management/cua.htm
0,Information,"The closest sand sled/sandboard rentals in winter months are in Blanca, Alamosa, and Hooper.   Check our Sand Sledding page for details.",6FE0B092-A20D-FC95-E2F023F08FB06751,grsa,Rent Sand Sleds in Regional Communities During Winter Months,https://www.nps.gov/grsa/planyourvisit/sandboardingsandsledding.htm
0,Information,"Portions of the Teton Park Road (Taggart Lake TH to Signal Mt. Lodge), Moose-Wilson Road (Granite Canyon TH to Death Canyon Road), and other roads are closed to vehicles. Please check with WYDOT or 511 for additional weather-related closures.",A714B55F-155D-451F-67BFCA87A5367515,grte,Seasonal Road Closures,https://www.nps.gov/grte/planyourvisit/winter.htm
0,Park Closure,The Potomac Heritage Trail is currently closed south of the Arlington County parking lot at the intersection of Glebe Road and Chain Bridge Road.  The NPS is working with Arlington County and the PATC to identify a temporary re-route and a plan to reopen.,C33474B2-A793-9627-6B7DC58C758B46EB,gwmp,Potomac Heritage Trail Closed near Chain Bridge,
0,Caution,The southern loop of the Schoolhouse Ridge South trail is closed until further notice due to sinkholes.,9EC63A56-069C-6EB2-B9F917A354868759,hafe,Schoolhouse Ridge South trail partially closed,
0,Park Closure,The footbridge across the Potomac River is indefinitely closed due to damage from a train derailment.  Click on the more link for further details.,97C74DB2-CF8B-F166-36B9A4C01D786F6A,hafe,Footbridge across the Potomac River closed,https://www.nps.gov/hafe/planyourvisit/information-about-train-derailment-at-harpers-ferry-on-december-21-2019.htm
0,Information,Access to the historic floor will be available between 10am-1pm &2pm-4pm. There will be no guided tours on this day and only self guided access.,9D9994BD-C194-90EC-030349EA4A6DCC05,hagr,Tour Schedule Change for Saturday Jan. 11th 2020,
0,,"The Summit and Kīpahulu Districts are remote. An ambulance takes at least 45 minutes to arrive at either district from the nearest town. People with respiratory or other medical conditions should also be aware that the summit of Haleakalā is at 10,000 ft.",9435F30F-0713-AD27-E6AB4A60BDCD484B,hale,For your safety,
0,Park Closure,Some park closures remain in effect,73DCD3EC-B31E-B9D5-188991319E5B191A,havo,What's Open and What's Not?,https://www.nps.gov/havo/closed_areas.htm
0,Park Closure,"The Steam Vents parking will be closed Monday, February 3rd from 8 a.m. to noon as park staff continue efforts to eradicate little fire ants (LFA) from the area.",D129921F-A22D-B0C0-9FA84DDD3B4905C4,havo,Temporary closure of Steam Vents parking lot February 3rd for little fire ant treatment,
0,Information,"The Truman Library closed on July 23 for a year-long renovation project. The Truman Library is managed by the National Archives, so their closure does not affect the Truman Home, which is a National Park Service site.",6DD16CFF-C6EF-D426-EE2FFB4056BBD12B,hstr,The Truman Home is open while the Harry S. Truman Presidential Library*Museum is Closed,http://www.trumanlibrary.gov
0,Information,"Park Hours will change to 8AM-5PM.  The Park gates and trading Post will be open daily 8AM-5PM; however, the Visitor Center will be closed SUN-MON and open TUE-SAT from 9AM-12PM/1PM-4PM.  The park is closed for Thanksgiving, Christmas and New Year's Day.",C74F7E5C-F268-9C81-FC41A17AE0D61099,hutr,"Winter Hours begin October 13, 2019",
0,Park Closure,"Lake View parking lot and beach access is temporarily closed due to hazardous conditions resulting from erosion. This closure is necessary for the maintenance of public health and safety. This closure will remain in effect December 12, 2019 to May 1, 2020",CC62ED2A-E884-2DE8-89408679F96CD0B5,indu,Closure of Lake View Parking Lot and Beach Access,
0,Information,"The Monument will be open Wednesdays - Sundays, from 8:30 a.m. to 4:30 p.m.; however, the Monument will be closed on Mondays, Tuesdays, and Holidays. Cave tours will be suspended to make necessary improvements along the Scenic Tour route this off-season.",CE32FFF8-0B22-8686-861C5D2EC0ACABA5,jeca,"Winter Hours for the Monument begin November 4, 2019 through early May 2020",
0,Information,The Jimmy Carter National Historic Site is undergoing an exhibit renovation process. During this time certain areas of Plains High School may be closed to visitation.,B6C85286-AFCE-A17A-824A946EE865DE9D,jica,Exhibit renovation alert,
0,Information,"Lakebed Restoration Project will begin on January 18, 2020. This includes manual clearing to remove as many trees and woody shrubs to expose the lakebed, abutments, and sluiceway while ensuring minimal impacts to the wetlands and stream.",A34A23C9-E478-CB53-0E9527050844A755,jofl,Lakebed Rehabilitation,
0,Park Closure,Upper Covington Trailhead Spur is currently closed. Black Eagle Mine Road is closed long-term.,AB7EC082-D9AE-535D-854C86064BC42FAB,jotr,Closed Roads,
0,Park Closure,"The Kalaupapa Pali Trail is closed indefinitely due to a landslide. We are working to restore safe access, until then, please stay away from the area.

The park is only accessible via aircraft at this time.",B44A7834-A45C-D9DF-FB366DFEE80117A3,kala,Pali Trail Closure,
0,Information,It is prohibited to come within 1/4 mile of the Kalaupapa shoreline. Access by boat within the quarter mile offshore park boundary requires a special use permit.,830001CE-1DD8-B71B-0B92F77A036F67C0,kala,Arrival by Boat,
0,Park Closure,The Katahdin Loop Road is shut down for the season due to snow and the forecast of more snow.,C1BD433C-A01D-3C78-0A4B0F55AA3E77ED,kaww,Katahdin Loop Road Closed,
0,Park Closure,The North Entrance Road is closed to wheeled vehicles for the season.,C225AFCE-0F1D-0795-253B2662E3C88F42,kaww,North Gate closed to wheeled vehicle traffic,
